,vib
23786,22.056
23787,78.056
23788,38.056
23789,-25.944
23790,-25.944
23791,-57.944
23792,-41.944
23793,30.056
23794,14.056
23795,6.0561
23796,-1.9439
23797,-33.944
23798,30.056
23799,38.056
23800,6.0561
23801,-33.944
23802,-41.944
23803,-81.944
23804,38.056
23805,-49.944
23806,-41.944
23807,38.056
23808,14.056
23809,6.0561
23810,-25.944
23811,-25.944
23812,-17.944
23813,14.056
23814,46.056
23815,6.0561
23816,-25.944
23817,-1.9439
23818,94.056
23819,110.06
23820,-65.944
23821,-17.944
23822,70.056
23823,110.06
23824,46.056
23825,-65.944
23826,-97.944
23827,-25.944
23828,126.06
23829,62.056
23830,38.056
23831,-57.944
23832,-17.944
23833,126.06
23834,-17.944
23835,6.0561
23836,-33.944
23837,-73.944
23838,118.06
23839,22.056
23840,70.056
23841,54.056
23842,-57.944
23843,70.056
23844,46.056
23845,62.056
23846,-129.94
23847,-145.94
23848,46.056
23849,78.056
23850,102.06
23851,-121.94
23852,-41.944
23853,150.06
23854,86.056
23855,86.056
23856,-89.944
23857,-25.944
23858,110.06
23859,-1.9439
23860,30.056
23861,-89.944
23862,-57.944
23863,198.06
23864,110.06
23865,78.056
23866,70.056
23867,-33.944
23868,70.056
23869,14.056
23870,6.0561
23871,46.056
23872,-33.944
23873,54.056
23874,14.056
23875,94.056
23876,94.056
23877,-33.944
23878,102.06
23879,6.0561
23880,22.056
23881,46.056
23882,-33.944
23883,166.06
23884,-73.944
23885,-81.944
23886,-9.9439
23887,62.056
23888,134.06
23889,-9.9439
23890,6.0561
23891,22.056
23892,38.056
23893,30.056
23894,6.0561
23895,62.056
23896,-1.9439
23897,54.056
23898,30.056
23899,-1.9439
23900,118.06
23901,30.056
23902,-17.944
23903,30.056
23904,78.056
23905,86.056
23906,-25.944
23907,-81.944
23908,-1.9439
23909,54.056
23910,30.056
23911,38.056
23912,-1.9439
23913,-25.944
23914,70.056
23915,94.056
23916,6.0561
23917,-9.9439
23918,54.056
23919,22.056
23920,38.056
23921,-49.944
23922,6.0561
23923,78.056
23924,30.056
23925,30.056
23926,-9.9439
23927,-1.9439
23928,134.06
23929,62.056
23930,6.0561
23931,-25.944
23932,-1.9439
23933,134.06
23934,14.056
23935,-65.944
23936,-9.9439
23937,54.056
23938,110.06
23939,46.056
23940,78.056
23941,38.056
23942,14.056
23943,-121.94
23944,-9.9439
23945,94.056
23946,30.056
23947,-33.944
23948,-25.944
23949,102.06
23950,102.06
23951,22.056
23952,-25.944
23953,-17.944
23954,54.056
23955,-9.9439
23956,6.0561
23957,-9.9439
23958,-57.944
23959,62.056
23960,-17.944
23961,-1.9439
23962,30.056
23963,6.0561
23964,70.056
23965,70.056
23966,38.056
23967,-49.944
23968,-105.94
23969,6.0561
23970,86.056
23971,38.056
23972,-73.944
23973,14.056
23974,118.06
23975,78.056
23976,62.056
23977,-25.944
23978,46.056
23979,142.06
23980,86.056
23981,78.056
23982,-25.944
23983,-25.944
23984,102.06
23985,46.056
23986,-89.944
23987,-41.944
23988,38.056
23989,110.06
23990,126.06
23991,-41.944
23992,-41.944
23993,30.056
23994,46.056
23995,70.056
23996,-17.944
23997,-97.944
23998,14.056
23999,70.056
24000,-1.9439
24001,-25.944
24002,-33.944
24003,134.06
24004,78.056
24005,30.056
24006,-73.944
24007,14.056
24008,166.06
24009,102.06
24010,70.056
24011,-105.94
24012,-57.944
24013,166.06
24014,102.06
24015,70.056
24016,-97.944
24017,-9.9439
24018,262.06
24019,102.06
24020,14.056
24021,-57.944
24022,-33.944
24023,22.056
24024,62.056
24025,70.056
24026,-113.94
24027,-73.944
24028,102.06
24029,198.06
24030,46.056
24031,-217.94
24032,-49.944
24033,158.06
24034,94.056
24035,-9.9439
24036,-89.944
24037,54.056
24038,110.06
24039,-1.9439
24040,30.056
24041,-17.944
24042,-41.944
24043,6.0561
24044,6.0561
24045,46.056
24046,30.056
24047,-25.944
24048,78.056
24049,150.06
24050,86.056
24051,6.0561
24052,14.056
24053,134.06
24054,126.06
24055,30.056
24056,-49.944
24057,-25.944
24058,70.056
24059,-17.944
24060,22.056
24061,30.056
24062,-1.9439
24063,110.06
24064,46.056
24065,54.056
24066,86.056
24067,22.056
24068,54.056
24069,-9.9439
24070,-25.944
24071,38.056
24072,46.056
24073,78.056
24074,-1.9439
24075,-1.9439
24076,38.056
24077,46.056
24078,86.056
24079,38.056
24080,78.056
24081,14.056
24082,-17.944
24083,190.06
24084,142.06
24085,134.06
24086,-81.944
24087,6.0561
24088,270.06
24089,118.06
24090,-41.944
24091,-137.94
24092,46.056
24093,94.056
24094,-49.944
24095,6.0561
24096,-9.9439
24097,54.056
24098,22.056
24099,-17.944
24100,94.056
24101,-73.944
24102,-41.944
24103,46.056
24104,-1.9439
24105,110.06
24106,30.056
24107,6.0561
24108,118.06
24109,46.056
24110,62.056
24111,46.056
24112,22.056
24113,102.06
24114,62.056
24115,22.056
24116,30.056
24117,54.056
24118,78.056
24119,78.056
24120,118.06
24121,102.06
24122,62.056
24123,126.06
24124,-9.9439
24125,-9.9439
24126,-25.944
24127,-73.944
24128,78.056
24129,30.056
24130,14.056
24131,-25.944
24132,-49.944
24133,214.06
24134,78.056
24135,-41.944
24136,78.056
24137,134.06
24138,214.06
24139,54.056
24140,30.056
24141,-33.944
24142,-273.94
24143,-129.94
24144,-65.944
24145,-121.94
24146,-329.94
24147,246.06
24148,734.06
24149,270.06
24150,-33.944
24151,-1.9439
24152,182.06
24153,38.056
24154,-273.94
24155,110.06
24156,182.06
24157,-121.94
24158,-73.944
24159,118.06
24160,254.06
24161,6.0561
24162,-121.94
24163,86.056
24164,230.06
24165,-161.94
24166,-257.94
24167,14.056
24168,150.06
24169,46.056
24170,-41.944
24171,78.056
24172,182.06
24173,126.06
24174,-49.944
24175,-41.944
24176,86.056
24177,14.056
24178,-81.944
24179,-153.94
24180,-161.94
24181,-17.944
24182,-9.9439
24183,-9.9439
24184,62.056
24185,-1.9439
24186,22.056
24187,102.06
24188,78.056
24189,70.056
24190,110.06
24191,62.056
24192,30.056
24193,46.056
24194,94.056
24195,86.056
24196,6.0561
24197,46.056
24198,126.06
24199,22.056
24200,-89.944
24201,-49.944
24202,-121.94
24203,-97.944
24204,-145.94
24205,-377.94
24206,-49.944
24207,318.06
24208,454.06
24209,166.06
24210,-105.94
24211,30.056
24212,-113.94
24213,-121.94
24214,46.056
24215,110.06
24216,14.056
24217,-121.94
24218,-81.944
24219,94.056
24220,142.06
24221,14.056
24222,-89.944
24223,6.0561
24224,-49.944
24225,-105.94
24226,-9.9439
24227,14.056
24228,46.056
24229,118.06
24230,182.06
24231,222.06
24232,150.06
24233,-17.944
24234,-17.944
24235,110.06
24236,86.056
24237,-89.944
24238,-241.94
24239,-177.94
24240,6.0561
24241,-1.9439
24242,-129.94
24243,-57.944
24244,46.056
24245,22.056
24246,54.056
24247,38.056
24248,38.056
24249,78.056
24250,30.056
24251,78.056
24252,62.056
24253,14.056
24254,70.056
24255,-17.944
24256,22.056
24257,102.06
24258,-1.9439
24259,-49.944
24260,-73.944
24261,-49.944
24262,-9.9439
24263,-41.944
24264,6.0561
24265,54.056
24266,38.056
24267,-17.944
24268,-17.944
24269,14.056
24270,-57.944
24271,-41.944
24272,-17.944
24273,-9.9439
24274,54.056
24275,-1.9439
24276,70.056
24277,94.056
24278,-1.9439
24279,78.056
24280,134.06
24281,102.06
24282,38.056
24283,-65.944
24284,38.056
24285,62.056
24286,-33.944
24287,-57.944
24288,-41.944
24289,54.056
24290,30.056
24291,6.0561
24292,-25.944
24293,-81.944
24294,-17.944
24295,-57.944
24296,-1.9439
24297,-25.944
24298,-145.94
24299,6.0561
24300,30.056
24301,14.056
24302,38.056
24303,-25.944
24304,70.056
24305,54.056
24306,6.0561
24307,-9.9439
24308,6.0561
24309,14.056
24310,6.0561
24311,-17.944
24312,6.0561
24313,38.056
24314,86.056
24315,38.056
24316,6.0561
24317,-9.9439
24318,-9.9439
24319,78.056
24320,30.056
24321,-41.944
24322,-25.944
24323,-25.944
24324,54.056
24325,6.0561
24326,-105.94
24327,-49.944
24328,14.056
24329,-17.944
24330,30.056
24331,38.056
24332,30.056
24333,38.056
24334,46.056
24335,46.056
24336,22.056
24337,-1.9439
24338,38.056
24339,14.056
24340,-41.944
24341,-89.944
24342,-33.944
24343,-1.9439
24344,46.056
24345,-9.9439
24346,-81.944
24347,30.056
24348,62.056
24349,6.0561
24350,-17.944
24351,-73.944
24352,-1.9439
24353,6.0561
24354,-65.944
24355,30.056
24356,6.0561
24357,-33.944
24358,-25.944
24359,-1.9439
24360,102.06
24361,22.056
24362,-1.9439
24363,30.056
24364,94.056
24365,62.056
24366,-57.944
24367,14.056
24368,22.056
24369,-1.9439
24370,14.056
24371,-89.944
24372,-49.944
24373,6.0561
24374,94.056
24375,174.06
24376,-65.944
24377,-81.944
24378,38.056
24379,70.056
24380,54.056
24381,-129.94
24382,-65.944
24383,94.056
24384,142.06
24385,-185.94
24386,-81.944
24387,30.056
24388,38.056
24389,46.056
24390,-145.94
24391,-33.944
24392,14.056
24393,-17.944
24394,86.056
24395,-81.944
24396,-105.94
24397,-33.944
24398,78.056
24399,126.06
24400,-89.944
24401,-73.944
24402,-33.944
24403,54.056
24404,30.056
24405,-41.944
24406,-33.944
24407,-33.944
24408,-1.9439
24409,-9.9439
24410,-65.944
24411,-25.944
24412,-1.9439
24413,22.056
24414,86.056
24415,62.056
24416,6.0561
24417,30.056
24418,38.056
24419,70.056
24420,78.056
24421,-49.944
24422,-9.9439
24423,62.056
24424,46.056
24425,-17.944
24426,-169.94
24427,-49.944
24428,46.056
24429,54.056
24430,-33.944
24431,-129.94
24432,-1.9439
24433,-41.944
24434,30.056
24435,-9.9439
24436,-185.94
24437,-41.944
24438,-41.944
24439,30.056
24440,54.056
24441,-145.94
24442,-1.9439
24443,78.056
24444,94.056
24445,102.06
24446,126.06
24447,-57.944
24448,70.056
24449,94.056
24450,-1.9439
24451,110.06
24452,-1.9439
24453,22.056
24454,30.056
24455,-49.944
24456,102.06
24457,14.056
24458,-49.944
24459,14.056
24460,-1.9439
24461,46.056
24462,-41.944
24463,30.056
24464,38.056
24465,22.056
24466,-145.94
24467,-33.944
24468,78.056
24469,46.056
24470,30.056
24471,-17.944
24472,62.056
24473,86.056
24474,62.056
24475,38.056
24476,-41.944
24477,-89.944
24478,-73.944
24479,22.056
24480,-1.9439
24481,-153.94
24482,-73.944
24483,-41.944
24484,-1.9439
24485,38.056
24486,-105.94
24487,6.0561
24488,102.06
24489,-9.9439
24490,22.056
24491,-97.944
24492,-9.9439
24493,78.056
24494,6.0561
24495,-49.944
24496,-201.94
24497,-65.944
24498,126.06
24499,78.056
24500,-17.944
24501,-177.94
24502,6.0561
24503,14.056
24504,-41.944
24505,-9.9439
24506,78.056
24507,6.0561
24508,-89.944
24509,-1.9439
24510,150.06
24511,70.056
24512,-65.944
24513,30.056
24514,94.056
24515,110.06
24516,38.056
24517,-89.944
24518,-33.944
24519,-9.9439
24520,-49.944
24521,-65.944
24522,-1.9439
24523,-17.944
24524,-1.9439
24525,22.056
24526,54.056
24527,-9.9439
24528,-49.944
24529,-49.944
24530,22.056
24531,46.056
24532,-33.944
24533,-73.944
24534,-81.944
24535,30.056
24536,118.06
24537,-57.944
24538,-57.944
24539,6.0561
24540,54.056
24541,62.056
24542,-89.944
24543,-49.944
24544,70.056
24545,62.056
24546,46.056
24547,-25.944
24548,-9.9439
24549,22.056
24550,14.056
24551,46.056
24552,-9.9439
24553,-17.944
24554,14.056
24555,78.056
24556,86.056
24557,-9.9439
24558,-33.944
24559,-33.944
24560,54.056
24561,102.06
24562,-41.944
24563,22.056
24564,62.056
24565,14.056
24566,6.0561
24567,-17.944
24568,-33.944
24569,30.056
24570,70.056
24571,6.0561
24572,-73.944
24573,-65.944
24574,46.056
24575,94.056
24576,-9.9439
24577,-49.944
24578,62.056
24579,70.056
24580,38.056
24581,-33.944
24582,-33.944
24583,134.06
24584,14.056
24585,-33.944
24586,-33.944
24587,-41.944
24588,46.056
24589,38.056
24590,70.056
24591,46.056
24592,6.0561
24593,62.056
24594,78.056
24595,70.056
24596,-65.944
24597,-33.944
24598,78.056
24599,30.056
24600,62.056
24601,-25.944
24602,-1.9439
24603,54.056
24604,-49.944
24605,14.056
24606,46.056
24607,-33.944
24608,-41.944
24609,-33.944
24610,-1.9439
24611,46.056
24612,-17.944
24613,-33.944
24614,6.0561
24615,62.056
24616,-9.9439
24617,-25.944
24618,30.056
24619,22.056
24620,46.056
24621,-57.944
24622,22.056
24623,102.06
24624,22.056
24625,22.056
24626,6.0561
24627,-17.944
24628,86.056
24629,54.056
24630,6.0561
24631,6.0561
24632,6.0561
24633,38.056
24634,6.0561
24635,30.056
24636,30.056
24637,6.0561
24638,14.056
24639,22.056
24640,38.056
24641,-9.9439
24642,-33.944
24643,-17.944
24644,22.056
24645,158.06
24646,142.06
24647,-57.944
24648,14.056
24649,54.056
24650,94.056
24651,54.056
24652,-89.944
24653,30.056
24654,38.056
24655,-25.944
24656,54.056
24657,-1.9439
24658,54.056
24659,54.056
24660,54.056
24661,102.06
24662,46.056
24663,70.056
24664,-9.9439
24665,86.056
24666,-121.94
24667,-57.944
24668,150.06
24669,70.056
24670,46.056
24671,-145.94
24672,-65.944
24673,134.06
24674,-1.9439
24675,-1.9439
24676,-81.944
24677,-73.944
24678,54.056
24679,54.056
24680,54.056
24681,-97.944
24682,-25.944
24683,110.06
24684,62.056
24685,86.056
24686,-17.944
24687,-41.944
24688,78.056
24689,38.056
24690,86.056
24691,-49.944
24692,-73.944
24693,110.06
24694,6.0561
24695,54.056
24696,14.056
24697,-57.944
24698,94.056
24699,54.056
24700,22.056
24701,-33.944
24702,-97.944
24703,102.06
24704,62.056
24705,-9.9439
24706,30.056
24707,38.056
24708,62.056
24709,-9.9439
24710,22.056
24711,78.056
24712,62.056
24713,62.056
24714,6.0561
24715,86.056
24716,134.06
24717,46.056
24718,30.056
24719,38.056
24720,118.06
24721,126.06
24722,-33.944
24723,22.056
24724,-9.9439
24725,-97.944
24726,-249.94
24727,-113.94
24728,-145.94
24729,-313.94
24730,14.056
24731,318.06
24732,374.06
24733,174.06
24734,-17.944
24735,14.056
24736,-9.9439
24737,-145.94
24738,30.056
24739,94.056
24740,-17.944
24741,-97.944
24742,6.0561
24743,150.06
24744,-1.9439
24745,-41.944
24746,94.056
24747,94.056
24748,6.0561
24749,-41.944
24750,6.0561
24751,70.056
24752,14.056
24753,38.056
24754,142.06
24755,166.06
24756,30.056
24757,-9.9439
24758,-9.9439
24759,30.056
24760,-17.944
24761,-81.944
24762,-153.94
24763,-9.9439
24764,78.056
24765,38.056
24766,38.056
24767,-25.944
24768,-1.9439
24769,110.06
24770,62.056
24771,6.0561
24772,6.0561
24773,-17.944
24774,46.056
24775,38.056
24776,-1.9439
24777,102.06
24778,70.056
24779,86.056
24780,78.056
24781,-65.944
24782,-57.944
24783,-1.9439
24784,-9.9439
24785,38.056
24786,94.056
24787,94.056
24788,94.056
24789,102.06
24790,30.056
24791,-81.944
24792,-249.94
24793,-273.94
24794,6.0561
24795,-97.944
24796,-313.94
24797,78.056
24798,390.06
24799,230.06
24800,22.056
24801,94.056
24802,286.06
24803,134.06
24804,-169.94
24805,-97.944
24806,86.056
24807,46.056
24808,-57.944
24809,22.056
24810,158.06
24811,62.056
24812,-65.944
24813,6.0561
24814,94.056
24815,-1.9439
24816,-97.944
24817,-73.944
24818,30.056
24819,86.056
24820,14.056
24821,-49.944
24822,46.056
24823,22.056
24824,-1.9439
24825,54.056
24826,-41.944
24827,-65.944
24828,22.056
24829,-57.944
24830,-49.944
24831,-33.944
24832,-65.944
24833,46.056
24834,126.06
24835,102.06
24836,94.056
24837,38.056
24838,70.056
24839,118.06
24840,78.056
24841,-9.9439
24842,-1.9439
24843,54.056
24844,78.056
24845,14.056
24846,-129.94
24847,-73.944
24848,46.056
24849,22.056
24850,14.056
24851,-25.944
24852,14.056
24853,110.06
24854,38.056
24855,6.0561
24856,-1.9439
24857,-9.9439
24858,38.056
24859,94.056
24860,22.056
24861,-17.944
24862,46.056
24863,46.056
24864,70.056
24865,14.056
24866,-65.944
24867,-17.944
24868,38.056
24869,78.056
24870,46.056
24871,-65.944
24872,-33.944
24873,54.056
24874,54.056
24875,62.056
24876,14.056
24877,-73.944
24878,6.0561
24879,94.056
24880,46.056
24881,-9.9439
24882,-57.944
24883,-1.9439
24884,134.06
24885,78.056
24886,6.0561
24887,46.056
24888,78.056
24889,126.06
24890,78.056
24891,6.0561
24892,38.056
24893,38.056
24894,54.056
24895,78.056
24896,6.0561
24897,-57.944
24898,38.056
24899,118.06
24900,54.056
24901,14.056
24902,-17.944
24903,6.0561
24904,30.056
24905,-65.944
24906,22.056
24907,70.056
24908,14.056
24909,-1.9439
24910,-73.944
24911,46.056
24912,110.06
24913,54.056
24914,6.0561
24915,-49.944
24916,30.056
24917,46.056
24918,30.056
24919,-17.944
24920,-73.944
24921,46.056
24922,38.056
24923,54.056
24924,22.056
24925,70.056
24926,78.056
24927,22.056
24928,-9.9439
24929,54.056
24930,110.06
24931,70.056
24932,14.056
24933,-33.944
24934,38.056
24935,150.06
24936,-1.9439
24937,-25.944
24938,46.056
24939,46.056
24940,54.056
24941,-65.944
24942,-49.944
24943,78.056
24944,22.056
24945,-1.9439
24946,54.056
24947,86.056
24948,46.056
24949,30.056
24950,110.06
24951,134.06
24952,54.056
24953,-33.944
24954,46.056
24955,118.06
24956,6.0561
24957,22.056
24958,14.056
24959,6.0561
24960,150.06
24961,14.056
24962,6.0561
24963,62.056
24964,94.056
24965,-113.94
24966,-17.944
24967,-41.944
24968,-1.9439
24969,46.056
24970,-137.94
24971,62.056
24972,54.056
24973,6.0561
24974,118.06
24975,-57.944
24976,14.056
24977,14.056
24978,38.056
24979,94.056
24980,-57.944
24981,6.0561
24982,46.056
24983,46.056
24984,-17.944
24985,94.056
24986,78.056
24987,22.056
24988,70.056
24989,22.056
24990,6.0561
24991,30.056
24992,-9.9439
24993,6.0561
24994,54.056
24995,54.056
24996,46.056
24997,6.0561
24998,6.0561
24999,38.056
25000,38.056
25001,-25.944
25002,6.0561
25003,38.056
25004,-1.9439
25005,46.056
25006,-57.944
25007,46.056
25008,62.056
25009,6.0561
25010,38.056
25011,-17.944
25012,14.056
25013,6.0561
25014,-17.944
25015,-17.944
25016,-9.9439
25017,30.056
25018,22.056
25019,54.056
25020,46.056
25021,-17.944
25022,14.056
25023,38.056
25024,70.056
25025,54.056
25026,-25.944
25027,30.056
25028,62.056
25029,-17.944
25030,62.056
25031,102.06
25032,62.056
25033,62.056
25034,-9.9439
25035,-1.9439
25036,94.056
25037,30.056
25038,38.056
25039,14.056
25040,22.056
25041,94.056
25042,-17.944
25043,54.056
25044,70.056
25045,6.0561
25046,-177.94
25047,-1.9439
25048,86.056
25049,-9.9439
25050,-9.9439
25051,-49.944
25052,62.056
25053,134.06
25054,-1.9439
25055,62.056
25056,-73.944
25057,-49.944
25058,54.056
25059,14.056
25060,-17.944
25061,-89.944
25062,-17.944
25063,38.056
25064,46.056
25065,46.056
25066,-41.944
25067,86.056
25068,102.06
25069,38.056
25070,94.056
25071,-41.944
25072,-41.944
25073,54.056
25074,-17.944
25075,46.056
25076,-73.944
25077,-65.944
25078,150.06
25079,54.056
25080,54.056
25081,-17.944
25082,-9.9439
25083,38.056
25084,-41.944
25085,-9.9439
25086,-25.944
25087,-65.944
25088,-89.944
25089,-41.944
25090,70.056
25091,-25.944
25092,-25.944
25093,14.056
25094,38.056
25095,142.06
25096,22.056
25097,-17.944
25098,78.056
25099,38.056
25100,94.056
25101,-1.9439
25102,-49.944
25103,46.056
25104,22.056
25105,6.0561
25106,70.056
25107,-81.944
25108,-17.944
25109,30.056
25110,-33.944
25111,-9.9439
25112,-49.944
25113,22.056
25114,38.056
25115,6.0561
25116,-1.9439
25117,-25.944
25118,70.056
25119,-25.944
25120,54.056
25121,110.06
25122,-33.944
25123,14.056
25124,-9.9439
25125,118.06
25126,182.06
25127,-65.944
25128,-9.9439
25129,22.056
25130,54.056
25131,94.056
25132,-17.944
25133,-1.9439
25134,-41.944
25135,-1.9439
25136,54.056
25137,38.056
25138,-41.944
25139,-73.944
25140,78.056
25141,102.06
25142,6.0561
25143,-25.944
25144,-41.944
25145,70.056
25146,38.056
25147,-81.944
25148,-25.944
25149,70.056
25150,54.056
25151,-1.9439
25152,-49.944
25153,14.056
25154,102.06
25155,-25.944
25156,-97.944
25157,-33.944
25158,-57.944
25159,-17.944
25160,-9.9439
25161,-17.944
25162,46.056
25163,14.056
25164,14.056
25165,46.056
25166,-9.9439
25167,-17.944
25168,6.0561
25169,-33.944
25170,-17.944
25171,-33.944
25172,-1.9439
25173,6.0561
25174,6.0561
25175,62.056
25176,6.0561
25177,38.056
25178,-25.944
25179,6.0561
25180,-17.944
25181,-121.94
25182,46.056
25183,46.056
25184,-9.9439
25185,46.056
25186,-137.94
25187,-73.944
25188,-1.9439
25189,14.056
25190,6.0561
25191,-249.94
25192,-137.94
25193,110.06
25194,126.06
25195,-25.944
25196,-233.94
25197,-9.9439
25198,150.06
25199,110.06
25200,-9.9439
25201,-209.94
25202,-1.9439
25203,46.056
25204,38.056
25205,30.056
25206,110.06
25207,70.056
25208,94.056
25209,14.056
25210,102.06
25211,158.06
25212,-81.944
25213,-9.9439
25214,78.056
25215,62.056
25216,22.056
25217,-129.94
25218,62.056
25219,134.06
25220,14.056
25221,46.056
25222,-41.944
25223,30.056
25224,62.056
25225,6.0561
25226,-33.944
25227,-49.944
25228,14.056
25229,38.056
25230,38.056
25231,-25.944
25232,-33.944
25233,94.056
25234,110.06
25235,54.056
25236,-1.9439
25237,-41.944
25238,38.056
25239,62.056
25240,14.056
25241,14.056
25242,-33.944
25243,94.056
25244,134.06
25245,54.056
25246,-145.94
25247,22.056
25248,110.06
25249,118.06
25250,78.056
25251,-145.94
25252,-9.9439
25253,110.06
25254,110.06
25255,86.056
25256,-233.94
25257,-97.944
25258,134.06
25259,30.056
25260,-153.94
25261,-417.94
25262,-185.94
25263,-169.94
25264,-249.94
25265,54.056
25266,318.06
25267,246.06
25268,110.06
25269,-33.944
25270,-25.944
25271,-25.944
25272,-177.94
25273,-33.944
25274,110.06
25275,14.056
25276,-217.94
25277,30.056
25278,294.06
25279,86.056
25280,78.056
25281,62.056
25282,14.056
25283,158.06
25284,-9.9439
25285,-33.944
25286,-25.944
25287,-185.94
25288,-121.94
25289,54.056
25290,62.056
25291,-41.944
25292,-97.944
25293,-17.944
25294,102.06
25295,118.06
25296,-65.944
25297,-57.944
25298,134.06
25299,134.06
25300,22.056
25301,-73.944
25302,-73.944
25303,6.0561
25304,-81.944
25305,-105.94
25306,-57.944
25307,-81.944
25308,-33.944
25309,-25.944
25310,-25.944
25311,62.056
25312,94.056
25313,62.056
25314,38.056
25315,78.056
25316,86.056
25317,14.056
25318,-97.944
25319,-89.944
25320,62.056
25321,62.056
25322,22.056
25323,6.0561
25324,-41.944
25325,-73.944
25326,-33.944
25327,-41.944
25328,-57.944
25329,-65.944
25330,-129.94
25331,-49.944
25332,-17.944
25333,-1.9439
25334,62.056
25335,-17.944
25336,14.056
25337,86.056
25338,54.056
25339,78.056
25340,-41.944
25341,-57.944
25342,-9.9439
25343,-41.944
25344,6.0561
25345,6.0561
25346,-41.944
25347,-25.944
25348,-9.9439
25349,38.056
25350,-1.9439
25351,-25.944
25352,-1.9439
25353,30.056
25354,46.056
25355,-97.944
25356,-73.944
25357,30.056
25358,-17.944
25359,-9.9439
25360,-81.944
25361,-105.94
25362,6.0561
25363,-41.944
25364,-17.944
25365,-1.9439
25366,-25.944
25367,14.056
25368,6.0561
25369,-9.9439
25370,-9.9439
25371,6.0561
25372,-33.944
25373,-25.944
25374,38.056
25375,14.056
25376,46.056
25377,22.056
25378,6.0561
25379,54.056
25380,-41.944
25381,-25.944
25382,46.056
25383,22.056
25384,-1.9439
25385,6.0561
25386,30.056
25387,-1.9439
25388,-89.944
25389,-89.944
25390,38.056
25391,6.0561
25392,-121.94
25393,-57.944
25394,6.0561
25395,-17.944
25396,-41.944
25397,-57.944
25398,22.056
25399,46.056
25400,-17.944
25401,-9.9439
25402,-33.944
25403,-17.944
25404,22.056
25405,14.056
25406,38.056
25407,38.056
25408,-17.944
25409,-33.944
25410,54.056
25411,62.056
25412,-17.944
25413,-49.944
25414,-41.944
25415,6.0561
25416,22.056
25417,-25.944
25418,-17.944
25419,-33.944
25420,-65.944
25421,6.0561
25422,14.056
25423,-25.944
25424,-9.9439
25425,-25.944
25426,-1.9439
25427,-25.944
25428,-49.944
25429,38.056
25430,70.056
25431,-33.944
25432,-17.944
25433,30.056
25434,30.056
25435,54.056
25436,-9.9439
25437,-41.944
25438,30.056
25439,46.056
25440,14.056
25441,54.056
25442,-73.944
25443,-73.944
25444,-89.944
25445,-297.94
25446,30.056
25447,158.06
25448,-97.944
25449,-1.9439
25450,366.06
25451,270.06
25452,-105.94
25453,-297.94
25454,70.056
25455,230.06
25456,-241.94
25457,-385.94
25458,86.056
25459,374.06
25460,134.06
25461,-145.94
25462,6.0561
25463,222.06
25464,94.056
25465,-121.94
25466,-137.94
25467,-113.94
25468,-169.94
25469,-65.944
25470,22.056
25471,46.056
25472,-25.944
25473,-113.94
25474,38.056
25475,166.06
25476,134.06
25477,134.06
25478,14.056
25479,-33.944
25480,6.0561
25481,-17.944
25482,-89.944
25483,-25.944
25484,54.056
25485,6.0561
25486,22.056
25487,-97.944
25488,-17.944
25489,94.056
25490,-81.944
25491,-73.944
25492,-73.944
25493,-33.944
25494,30.056
25495,-145.94
25496,-41.944
25497,94.056
25498,30.056
25499,54.056
25500,22.056
25501,86.056
25502,70.056
25503,-25.944
25504,-17.944
25505,30.056
25506,46.056
25507,-65.944
25508,-41.944
25509,94.056
25510,-25.944
25511,-9.9439
25512,-1.9439
25513,-25.944
25514,6.0561
25515,-121.94
25516,-33.944
25517,46.056
25518,-57.944
25519,-33.944
25520,-73.944
25521,6.0561
25522,70.056
25523,-17.944
25524,38.056
25525,46.056
25526,-105.94
25527,-57.944
25528,-17.944
25529,22.056
25530,22.056
25531,14.056
25532,78.056
25533,30.056
25534,78.056
25535,150.06
25536,94.056
25537,14.056
25538,-145.94
25539,38.056
25540,126.06
25541,-33.944
25542,-25.944
25543,-73.944
25544,86.056
25545,30.056
25546,-17.944
25547,70.056
25548,6.0561
25549,38.056
25550,-17.944
25551,-17.944
25552,-41.944
25553,-33.944
25554,38.056
25555,-57.944
25556,-1.9439
25557,-25.944
25558,46.056
25559,126.06
25560,30.056
25561,14.056
25562,62.056
25563,70.056
25564,14.056
25565,-1.9439
25566,-17.944
25567,46.056
25568,54.056
25569,38.056
25570,110.06
25571,54.056
25572,14.056
25573,22.056
25574,22.056
25575,46.056
25576,46.056
25577,-17.944
25578,-49.944
25579,-25.944
25580,-17.944
25581,30.056
25582,6.0561
25583,-41.944
25584,14.056
25585,14.056
25586,-25.944
25587,30.056
25588,-1.9439
25589,22.056
25590,14.056
25591,-9.9439
25592,62.056
25593,14.056
25594,-9.9439
25595,22.056
25596,6.0561
25597,-17.944
25598,14.056
25599,62.056
25600,-9.9439
25601,-17.944
25602,30.056
25603,78.056
25604,78.056
25605,6.0561
25606,6.0561
25607,38.056
25608,22.056
25609,70.056
25610,78.056
25611,-25.944
25612,-41.944
25613,38.056
25614,62.056
25615,30.056
25616,-33.944
25617,-1.9439
25618,86.056
25619,62.056
25620,22.056
25621,38.056
25622,14.056
25623,150.06
25624,110.06
25625,38.056
25626,-97.944
25627,-41.944
25628,110.06
25629,110.06
25630,22.056
25631,-153.94
25632,-9.9439
25633,158.06
25634,94.056
25635,70.056
